id,Source,Destination,Route,Distance_in_km
9259,Banglore,Delhi,BLR;DEL,"1,972.40"
9260,Banglore,New Delhi,BLR;BOM;DEL,"3,022.73"
9261,Kolkata,Banglore,CCU;DEL;BLR,"2,600.30"
9262,Delhi,Cochin,DEL;NAG;BOM;COK,"2,202.04"
9263,Delhi,Cochin,DEL;BOM;COK,"1,653.46"
9264,Kolkata,Banglore,CCU;MAA;BLR,"1,710.05"
9265,Banglore,Delhi,BLR;DEL,"1,653.46"
9266,Kolkata,Banglore,CCU;MAA;BLR,"1,972.40"
9267,Banglore,New Delhi,BLR;BOM;DEL,"2,221.31"
9268,Delhi,Cochin,DEL;BDQ;BOM;COK,"3,022.73"
9269,Kolkata,Banglore,CCU;DEL;BLR,"1,546.84"
9270,Kolkata,Banglore,CCU;BLR,"2,206.84"
9271,Delhi,Cochin,DEL;JAI;BOM;COK,"2,048.91"
9272,Delhi,Cochin,DEL;COK,"2,048.91"
9273,Delhi,Cochin,DEL;COK,"1,546.84"
9274,Kolkata,Banglore,CCU;BLR,"2,499.66"
9275,Kolkata,Banglore,CCU;BOM;BLR,"1,547.57"
9276,Kolkata,Banglore,CCU;BBI;BLR,"2,859.52"
9277,Banglore,New Delhi,BLR;CCU;DEL,"2,499.66"
9278,Kolkata,Banglore,CCU;BOM;BLR,619.84
9279,Mumbai,Hyderabad,BOM;HYD,"2,129.57"
9280,Banglore,New Delhi,BLR;HYD;VGA;DEL,"2,499.66"
9281,Kolkata,Banglore,CCU;BOM;BLR,619.84
9282,Mumbai,Hyderabad,BOM;HYD,"1,972.40"
9283,Banglore,New Delhi,BLR;BOM;DEL,"1,710.05"
9284,Banglore,Delhi,BLR;DEL,"2,202.04"
9285,Delhi,Cochin,DEL;BOM;COK,619.84
9286,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9287,Delhi,Cochin,DEL;BOM;COK,"2,077.31"
9288,Delhi,Cochin,DEL;BLR;COK,"2,499.66"
9289,Kolkata,Banglore,CCU;BOM;BLR,"1,710.05"
9290,Banglore,Delhi,BLR;DEL,619.84
9291,Mumbai,Hyderabad,BOM;HYD,"3,022.73"
9292,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
9293,Kolkata,Banglore,CCU;DEL;BLR,"3,096.57"
9294,Kolkata,Banglore,CCU;BOM;COK;BLR,"4,041.99"
9295,Delhi,Cochin,DEL;CCU;BOM;COK,"2,202.04"
9296,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9297,Kolkata,Banglore,CCU;BLR,"2,499.66"
9298,Kolkata,Banglore,CCU;BOM;BLR,"1,546.84"
9299,Kolkata,Banglore,CCU;BLR,"2,499.66"
9300,Kolkata,Banglore,CCU;BOM;BLR,"1,710.05"
9301,Banglore,Delhi,BLR;DEL,"2,202.04"
9302,Delhi,Cochin,DEL;BOM;COK,"3,022.73"
9303,Kolkata,Banglore,CCU;DEL;BLR,"1,710.05"
9304,Banglore,New Delhi,BLR;DEL,"2,202.04"
9305,Delhi,Cochin,DEL;BOM;COK,"2,389.32"
9306,Mumbai,Hyderabad,BOM;DEL;HYD,"1,710.05"
9307,Banglore,Delhi,BLR;DEL,"1,710.05"
9308,Banglore,Delhi,BLR;DEL,"1,546.84"
9309,Kolkata,Banglore,CCU;BLR,"2,085.26"
9310,Delhi,Cochin,DEL;HYD;COK,"2,048.91"
9311,Delhi,Cochin,DEL;COK,"1,972.40"
9312,Banglore,New Delhi,BLR;BOM;DEL,"2,499.66"
9313,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9314,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9315,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9316,Delhi,Cochin,DEL;BOM;COK,"2,131.16"
9317,Delhi,Cochin,DEL;PNQ;COK,"3,022.73"
9318,Kolkata,Banglore,CCU;DEL;BLR,"1,710.05"
9319,Banglore,Delhi,BLR;DEL,"1,668.83"
9320,Kolkata,Banglore,CCU;HYD;BLR,"1,546.84"
9321,Kolkata,Banglore,CCU;BLR,"1,972.40"
9322,Banglore,New Delhi,BLR;BOM;DEL,"1,546.84"
9323,Kolkata,Banglore,CCU;BLR,"2,264.49"
9324,Delhi,Cochin,DEL;AMD;BOM;COK,"2,202.04"
9325,Delhi,Cochin,DEL;BOM;COK,619.84
9326,Mumbai,Hyderabad,BOM;HYD,"2,232.63"
9327,Delhi,Cochin,DEL;IDR;BOM;COK,"2,202.04"
9328,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9329,Delhi,Cochin,DEL;BOM;COK,"3,022.73"
9330,Kolkata,Banglore,CCU;DEL;BLR,"2,202.04"
9331,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9332,Delhi,Cochin,DEL;BOM;COK,"2,206.84"
9333,Delhi,Cochin,DEL;JAI;BOM;COK,"2,264.49"
9334,Delhi,Cochin,DEL;AMD;BOM;COK,"2,202.04"
9335,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9336,Banglore,Delhi,BLR;DEL,"2,202.04"
9337,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9338,Delhi,Cochin,DEL;BOM;COK,"2,248.45"
9339,Delhi,Cochin,DEL;AMD;COK,"1,710.05"
9340,Banglore,Delhi,BLR;DEL,"1,972.40"
9341,Banglore,New Delhi,BLR;BOM;DEL,619.84
9342,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9343,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9344,Delhi,Cochin,DEL;BOM;COK,"2,048.91"
9345,Delhi,Cochin,DEL;COK,"2,202.04"
9346,Delhi,Cochin,DEL;BOM;COK,"1,385.71"
9347,Chennai,Kolkata,MAA;CCU,"1,546.84"
9348,Kolkata,Banglore,CCU;BLR,"1,987.18"
9349,Banglore,New Delhi,BLR;GOI;DEL,"1,547.57"
9350,Kolkata,Banglore,CCU;BBI;BLR,"3,022.73"
9351,Kolkata,Banglore,CCU;DEL;BLR,619.84
9352,Mumbai,Hyderabad,BOM;HYD,"2,290.76"
9353,Delhi,Cochin,DEL;HYD;MAA;COK,"1,385.71"
9354,Chennai,Kolkata,MAA;CCU,"1,710.05"
9355,Banglore,Delhi,BLR;DEL,"2,499.66"
9356,Kolkata,Banglore,CCU;BOM;BLR,"1,385.71"
9357,Chennai,Kolkata,MAA;CCU,"2,499.66"
9358,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9359,Kolkata,Banglore,CCU;BOM;BLR,"2,077.31"
9360,Delhi,Cochin,DEL;BLR;COK,"2,085.26"
9361,Delhi,Cochin,DEL;HYD;COK,"2,278.53"
9362,Delhi,Cochin,DEL;MAA;COK,"2,202.04"
9363,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9364,Kolkata,Banglore,CCU;BOM;BLR,"2,085.26"
9365,Delhi,Cochin,DEL;HYD;COK,"2,499.66"
9366,Kolkata,Banglore,CCU;BOM;BLR,619.84
9367,Mumbai,Hyderabad,BOM;HYD,"3,291.09"
9368,Kolkata,Banglore,CCU;DEL;AMD;BLR,"2,206.84"
9369,Delhi,Cochin,DEL;JAI;BOM;COK,"2,202.04"
9370,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9371,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9372,Banglore,Delhi,BLR;DEL,"1,972.40"
9373,Banglore,New Delhi,BLR;BOM;DEL,"1,385.71"
9374,Chennai,Kolkata,MAA;CCU,"2,264.49"
9375,Delhi,Cochin,DEL;AMD;BOM;COK,"2,202.04"
9376,Delhi,Cochin,DEL;BOM;COK,"1,972.40"
9377,Banglore,New Delhi,BLR;BOM;DEL,"2,202.04"
9378,Delhi,Cochin,DEL;BOM;COK,"2,300.00"
9379,Kolkata,Banglore,CCU;PNQ;BLR,"2,206.84"
9380,Delhi,Cochin,DEL;JAI;BOM;COK,"1,710.05"
9381,Banglore,Delhi,BLR;DEL,"1,555.42"
9382,Mumbai,Hyderabad,BOM;MAA;HYD,"2,934.74"
9383,Delhi,Cochin,DEL;HYD;BOM;COK,"2,934.74"
9384,Delhi,Cochin,DEL;HYD;BOM;COK,"2,202.04"
9385,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9386,Banglore,Delhi,BLR;DEL,"1,546.84"
9387,Kolkata,Banglore,CCU;BLR,"1,653.46"
9388,Kolkata,Banglore,CCU;MAA;BLR,"2,278.53"
9389,Delhi,Cochin,DEL;MAA;COK,"2,600.30"
9390,Delhi,Cochin,DEL;NAG;BOM;COK,"1,546.84"
9391,Kolkata,Banglore,CCU;BLR,"2,202.04"
9392,Delhi,Cochin,DEL;BOM;COK,"2,048.91"
9393,Delhi,Cochin,DEL;COK,"1,710.05"
9394,Banglore,Delhi,BLR;DEL,"2,202.04"
9395,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9396,Kolkata,Banglore,CCU;BOM;BLR,"2,232.63"
9397,Delhi,Cochin,DEL;IDR;BOM;COK,"2,499.66"
9398,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9399,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9400,Kolkata,Banglore,CCU;BOM;BLR,"1,385.71"
9401,Chennai,Kolkata,MAA;CCU,"1,710.05"
9402,Banglore,Delhi,BLR;DEL,"1,710.05"
9403,Banglore,Delhi,BLR;DEL,"2,264.49"
9404,Delhi,Cochin,DEL;AMD;BOM;COK,"3,022.73"
9405,Kolkata,Banglore,CCU;DEL;BLR,"2,202.04"
9406,Delhi,Cochin,DEL;BOM;COK,"1,547.57"
9407,Kolkata,Banglore,CCU;BBI;BLR,"1,710.05"
9408,Banglore,Delhi,BLR;DEL,"2,600.30"
9409,Delhi,Cochin,DEL;NAG;BOM;COK,"1,546.84"
9410,Kolkata,Banglore,CCU;BLR,"1,710.05"
9411,Banglore,Delhi,BLR;DEL,"2,202.04"
9412,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9413,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9414,Delhi,Cochin,DEL;BOM;COK,"3,045.91"
9415,Kolkata,Banglore,CCU;IXR;DEL;BLR,"1,710.05"
9416,Banglore,Delhi,BLR;DEL,"2,206.84"
9417,Delhi,Cochin,DEL;JAI;BOM;COK,"1,978.41"
9418,Banglore,New Delhi,BLR;AMD;DEL,"1,972.40"
9419,Banglore,New Delhi,BLR;BOM;DEL,"2,202.04"
9420,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9421,Kolkata,Banglore,CCU;BOM;BLR,"1,546.84"
9422,Kolkata,Banglore,CCU;BLR,"2,308.97"
9423,Delhi,Cochin,DEL;BHO;BOM;COK,"3,022.73"
9424,Kolkata,Banglore,CCU;DEL;BLR,"1,710.05"
9425,Banglore,Delhi,BLR;DEL,"2,202.04"
9426,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9427,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9428,Banglore,Delhi,BLR;DEL,"2,048.91"
9429,Delhi,Cochin,DEL;COK,"1,710.05"
9430,Banglore,Delhi,BLR;DEL,"2,085.26"
9431,Delhi,Cochin,DEL;HYD;COK,"2,202.04"
9432,Delhi,Cochin,DEL;BOM;COK,"2,077.31"
9433,Delhi,Cochin,DEL;BLR;COK,"2,499.66"
9434,Kolkata,Banglore,CCU;BOM;BLR,"2,248.45"
9435,Delhi,Cochin,DEL;AMD;COK,"2,600.30"
9436,Delhi,Cochin,DEL;NAG;BOM;COK,"2,499.66"
9437,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9438,Kolkata,Banglore,CCU;BOM;BLR,"2,048.91"
9439,Delhi,Cochin,DEL;COK,"2,048.91"
9440,Delhi,Cochin,DEL;COK,"2,278.53"
9441,Delhi,Cochin,DEL;MAA;COK,"2,202.04"
9442,Delhi,Cochin,DEL;BOM;COK,"2,085.26"
9443,Delhi,Cochin,DEL;HYD;COK,"2,278.53"
9444,Delhi,Cochin,DEL;MAA;COK,"2,085.26"
9445,Delhi,Cochin,DEL;HYD;COK,"2,202.04"
9446,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9447,Kolkata,Banglore,CCU;BLR,"1,385.71"
9448,Chennai,Kolkata,MAA;CCU,"1,710.05"
9449,Banglore,Delhi,BLR;DEL,"3,022.73"
9450,Kolkata,Banglore,CCU;DEL;BLR,619.84
9451,Mumbai,Hyderabad,BOM;HYD,"1,710.05"
9452,Banglore,Delhi,BLR;DEL,"3,663.88"
9453,Kolkata,Banglore,CCU;GAU;DEL;BLR,"1,972.40"
9454,Banglore,New Delhi,BLR;BOM;DEL,"4,087.13"
9455,Kolkata,Banglore,CCU;DEL;COK;TRV;BLR,"2,264.49"
9456,Delhi,Cochin,DEL;AMD;BOM;COK,619.84
9457,Mumbai,Hyderabad,BOM;HYD,"1,972.40"
9458,Banglore,New Delhi,BLR;BOM;DEL,"1,546.84"
9459,Kolkata,Banglore,CCU;BLR,"2,499.66"
9460,Kolkata,Banglore,CCU;BOM;BLR,"1,710.05"
9461,Banglore,Delhi,BLR;DEL,"1,385.71"
9462,Chennai,Kolkata,MAA;CCU,"2,202.04"
9463,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9464,Kolkata,Banglore,CCU;BLR,"2,499.66"
9465,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9466,Delhi,Cochin,DEL;BOM;COK,"2,048.91"
9467,Delhi,Cochin,DEL;COK,"1,710.05"
9468,Banglore,Delhi,BLR;DEL,"2,085.26"
9469,Delhi,Cochin,DEL;HYD;COK,"2,202.04"
9470,Delhi,Cochin,DEL;BOM;COK,"2,015.09"
9471,Banglore,New Delhi,BLR;VGA;HYD;DEL,"1,710.05"
9472,Banglore,New Delhi,BLR;DEL,"3,022.73"
9473,Kolkata,Banglore,CCU;DEL;BLR,"2,206.84"
9474,Delhi,Cochin,DEL;JAI;BOM;COK,"2,202.04"
9475,Delhi,Cochin,DEL;BOM;COK,619.84
9476,Mumbai,Hyderabad,BOM;HYD,"1,385.71"
9477,Chennai,Kolkata,MAA;CCU,"2,085.26"
9478,Delhi,Cochin,DEL;HYD;COK,"1,668.83"
9479,Kolkata,Banglore,CCU;HYD;BLR,"3,206.44"
9480,Banglore,New Delhi,BLR;CCU;BBI;DEL,"2,202.04"
9481,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9482,Banglore,Delhi,BLR;DEL,"3,291.09"
9483,Kolkata,Banglore,CCU;DEL;AMD;BLR,"2,202.04"
9484,Delhi,Cochin,DEL;BOM;COK,"2,970.57"
9485,Delhi,Cochin,DEL;RPR;NAG;BOM;COK,619.84
9486,Mumbai,Hyderabad,BOM;HYD,"2,499.66"
9487,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9488,Kolkata,Banglore,CCU;BOM;BLR,"1,972.40"
9489,Banglore,New Delhi,BLR;BOM;DEL,"1,710.05"
9490,Banglore,Delhi,BLR;DEL,"3,022.73"
9491,Kolkata,Banglore,CCU;DEL;BLR,"2,085.26"
9492,Delhi,Cochin,DEL;HYD;COK,"3,022.73"
9493,Kolkata,Banglore,CCU;DEL;BLR,"1,385.71"
9494,Chennai,Kolkata,MAA;CCU,"2,202.04"
9495,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9496,Banglore,Delhi,BLR;DEL,"2,202.04"
9497,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9498,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9499,Delhi,Cochin,DEL;BOM;COK,"3,023.98"
9500,Kolkata,Banglore,CCU;VNS;DEL;BLR,"3,022.73"
9501,Kolkata,Banglore,CCU;DEL;BLR,619.84
9502,Mumbai,Hyderabad,BOM;HYD,"1,710.05"
9503,Banglore,Delhi,BLR;DEL,"1,710.05"
9504,Banglore,Delhi,BLR;DEL,"3,728.85"
9505,Kolkata,Banglore,CCU;DEL;COK;BLR,"2,202.04"
9506,Delhi,Cochin,DEL;BOM;COK,619.84
9507,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9508,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9509,Banglore,Delhi,BLR;DEL,"2,202.04"
9510,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9511,Banglore,Delhi,BLR;DEL,"2,389.32"
9512,Mumbai,Hyderabad,BOM;DEL;HYD,"1,710.05"
9513,Banglore,Delhi,BLR;DEL,619.84
9514,Mumbai,Hyderabad,BOM;HYD,619.84
9515,Mumbai,Hyderabad,BOM;HYD,"1,972.40"
9516,Banglore,New Delhi,BLR;BOM;DEL,"2,085.26"
9517,Delhi,Cochin,DEL;HYD;COK,"3,045.91"
9518,Kolkata,Banglore,CCU;IXR;DEL;BLR,"1,710.05"
9519,Banglore,Delhi,BLR;DEL,"2,232.63"
9520,Delhi,Cochin,DEL;IDR;BOM;COK,"3,022.73"
9521,Kolkata,Banglore,CCU;DEL;BLR,"2,202.04"
9522,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9523,Kolkata,Banglore,CCU;BLR,"2,499.66"
9524,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9525,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9526,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9527,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9528,Kolkata,Banglore,CCU;BOM;BLR,"2,221.31"
9529,Delhi,Cochin,DEL;BDQ;BOM;COK,"1,723.47"
9530,Banglore,New Delhi,BLR;HYD;DEL,"2,264.49"
9531,Delhi,Cochin,DEL;AMD;BOM;COK,"2,206.84"
9532,Delhi,Cochin,DEL;JAI;BOM;COK,"3,022.73"
9533,Kolkata,Banglore,CCU;DEL;BLR,"2,499.66"
9534,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9535,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9536,Kolkata,Banglore,CCU;BLR,"1,710.05"
9537,Banglore,Delhi,BLR;DEL,"2,085.26"
9538,Delhi,Cochin,DEL;HYD;COK,"2,499.66"
9539,Kolkata,Banglore,CCU;BOM;BLR,"2,264.49"
9540,Delhi,Cochin,DEL;AMD;BOM;COK,"2,248.45"
9541,Delhi,Cochin,DEL;AMD;COK,"3,858.08"
9542,Delhi,Cochin,DEL;MAA;BOM;COK,"2,202.04"
9543,Delhi,Cochin,DEL;BOM;COK,"2,048.91"
9544,Delhi,Cochin,DEL;COK,"2,202.04"
9545,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9546,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9547,Banglore,New Delhi,BLR;DEL,"2,427.56"
9548,Delhi,Cochin,DEL;TRV;COK,619.84
9549,Mumbai,Hyderabad,BOM;HYD,"1,710.05"
9550,Banglore,New Delhi,BLR;DEL,"2,499.66"
9551,Kolkata,Banglore,CCU;BOM;BLR,"2,264.49"
9552,Delhi,Cochin,DEL;AMD;BOM;COK,"1,710.05"
9553,Banglore,New Delhi,BLR;DEL,"2,499.66"
9554,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9555,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9556,Delhi,Cochin,DEL;BOM;COK,"1,972.40"
9557,Banglore,New Delhi,BLR;BOM;DEL,"2,202.04"
9558,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9559,Banglore,Delhi,BLR;DEL,"2,202.04"
9560,Delhi,Cochin,DEL;BOM;COK,"1,972.40"
9561,Banglore,New Delhi,BLR;BOM;DEL,"1,710.05"
9562,Banglore,Delhi,BLR;DEL,"2,085.26"
9563,Delhi,Cochin,DEL;HYD;COK,"1,385.71"
9564,Chennai,Kolkata,MAA;CCU,"2,202.04"
9565,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9566,Kolkata,Banglore,CCU;BLR,"2,202.04"
9567,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9568,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9569,Kolkata,Banglore,CCU;BOM;BLR,"4,017.23"
9570,Banglore,New Delhi,BLR;CCU;BBI;HYD;DEL,"3,022.73"
9571,Kolkata,Banglore,CCU;DEL;BLR,619.84
9572,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9573,Delhi,Cochin,DEL;BOM;COK,"3,022.73"
9574,Kolkata,Banglore,CCU;DEL;BLR,"1,710.05"
9575,Banglore,Delhi,BLR;DEL,"1,653.46"
9576,Kolkata,Banglore,CCU;MAA;BLR,"2,786.65"
9577,Delhi,Cochin,DEL;BBI;COK,"1,385.71"
9578,Chennai,Kolkata,MAA;CCU,"2,206.84"
9579,Delhi,Cochin,DEL;JAI;BOM;COK,"2,499.66"
9580,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
9581,Kolkata,Banglore,CCU;BOM;BLR,"2,232.63"
9582,Delhi,Cochin,DEL;IDR;BOM;COK,"2,202.04"
9583,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9584,Kolkata,Banglore,CCU;BOM;BLR,"1,972.40"
9585,Banglore,New Delhi,BLR;BOM;DEL,"1,710.05"
9586,Banglore,Delhi,BLR;DEL,"2,206.84"
9587,Delhi,Cochin,DEL;JAI;BOM;COK,"1,710.05"
9588,Banglore,Delhi,BLR;DEL,"2,232.63"
9589,Delhi,Cochin,DEL;IDR;BOM;COK,"2,206.84"
9590,Delhi,Cochin,DEL;JAI;BOM;COK,"2,499.66"
9591,Kolkata,Banglore,CCU;BOM;BLR,"1,710.05"
9592,Banglore,Delhi,BLR;DEL,"2,202.04"
9593,Delhi,Cochin,DEL;BOM;COK,"1,546.84"
9594,Kolkata,Banglore,CCU;BLR,"1,972.40"
9595,Banglore,New Delhi,BLR;BOM;DEL,619.84
9596,Mumbai,Hyderabad,BOM;HYD,"1,710.05"
9597,Banglore,Delhi,BLR;DEL,"1,710.05"
9598,Banglore,Delhi,BLR;DEL,"1,546.84"
9599,Kolkata,Banglore,CCU;BLR,"1,547.57"
9600,Kolkata,Banglore,CCU;BBI;BLR,"2,202.04"
9601,Delhi,Cochin,DEL;BOM;COK,619.84
9602,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9603,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9604,Banglore,Delhi,BLR;DEL,"2,085.26"
9605,Delhi,Cochin,DEL;HYD;COK,"2,202.04"
9606,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9607,Delhi,Cochin,DEL;BOM;COK,"2,206.84"
9608,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
9609,Delhi,Cochin,DEL;JAI;BOM;COK,"2,202.04"
9610,Delhi,Cochin,DEL;BOM;COK,"2,278.53"
9611,Delhi,Cochin,DEL;MAA;COK,"2,264.49"
9612,Delhi,Cochin,DEL;AMD;BOM;COK,"1,385.71"
9613,Chennai,Kolkata,MAA;CCU,"2,499.66"
9614,Kolkata,Banglore,CCU;BOM;BLR,"1,972.40"
9615,Banglore,New Delhi,BLR;BOM;DEL,"2,499.66"
9616,Kolkata,Banglore,CCU;BOM;BLR,"2,206.84"
9617,Delhi,Cochin,DEL;JAI;BOM;COK,"1,710.05"
9618,Banglore,Delhi,BLR;DEL,"2,416.17"
9619,Banglore,New Delhi,BLR;COK;DEL,"3,022.73"
9620,Kolkata,Banglore,CCU;DEL;BLR,"2,202.04"
9621,Delhi,Cochin,DEL;BOM;COK,"2,085.26"
9622,Delhi,Cochin,DEL;HYD;COK,"2,232.63"
9623,Delhi,Cochin,DEL;IDR;BOM;COK,"1,978.41"
9624,Banglore,New Delhi,BLR;AMD;DEL,619.84
9625,Mumbai,Hyderabad,BOM;HYD,"1,385.71"
9626,Chennai,Kolkata,MAA;CCU,"1,546.84"
9627,Kolkata,Banglore,CCU;BLR,"3,022.73"
9628,Kolkata,Banglore,CCU;DEL;BLR,"2,077.31"
9629,Delhi,Cochin,DEL;BLR;COK,619.84
9630,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9631,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9632,Banglore,New Delhi,BLR;DEL,"1,972.40"
9633,Banglore,New Delhi,BLR;BOM;DEL,"3,022.73"
9634,Kolkata,Banglore,CCU;DEL;BLR,"1,710.05"
9635,Banglore,Delhi,BLR;DEL,"2,202.04"
9636,Delhi,Cochin,DEL;BOM;COK,"3,022.73"
9637,Kolkata,Banglore,CCU;DEL;BLR,"2,336.26"
9638,Delhi,Cochin,DEL;JDH;BOM;COK,"1,546.84"
9639,Kolkata,Banglore,CCU;BLR,"1,385.71"
9640,Chennai,Kolkata,MAA;CCU,"2,202.04"
9641,Delhi,Cochin,DEL;BOM;COK,"1,385.71"
9642,Chennai,Kolkata,MAA;CCU,"2,202.04"
9643,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9644,Banglore,Delhi,BLR;DEL,619.84
9645,Mumbai,Hyderabad,BOM;HYD,619.84
9646,Mumbai,Hyderabad,BOM;HYD,"2,499.66"
9647,Kolkata,Banglore,CCU;BOM;BLR,"2,206.84"
9648,Delhi,Cochin,DEL;JAI;BOM;COK,"3,022.73"
9649,Kolkata,Banglore,CCU;DEL;BLR,"2,232.63"
9650,Delhi,Cochin,DEL;IDR;BOM;COK,"2,202.04"
9651,Delhi,Cochin,DEL;BOM;COK,619.84
9652,Mumbai,Hyderabad,BOM;HYD,"2,202.04"
9653,Delhi,Cochin,DEL;BOM;COK,"3,022.73"
9654,Kolkata,Banglore,CCU;DEL;BLR,"2,202.04"
9655,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
9656,Delhi,Cochin,DEL;BOM;COK,"1,710.05"
9657,Banglore,Delhi,BLR;DEL,"1,723.47"
9658,Banglore,New Delhi,BLR;HYD;DEL,"2,499.66"
9659,Kolkata,Banglore,CCU;BOM;BLR,"2,202.04"
9660,Delhi,Cochin,DEL;BOM;COK,"2,499.66"
9661,Kolkata,Banglore,CCU;BOM;BLR,"3,022.73"
9662,Kolkata,Banglore,CCU;DEL;BLR,619.84
9663,Mumbai,Hyderabad,BOM;HYD,"2,670.87"
9664,Delhi,Cochin,DEL;LKO;BOM;COK,"3,022.73"
9665,Kolkata,Banglore,CCU;DEL;BLR,"2,048.91"
9666,Delhi,Cochin,DEL;COK,"2,537.70"
9667,Kolkata,Banglore,CCU;GAU;BLR,"2,085.26"
9668,Delhi,Cochin,DEL;HYD;COK,"1,972.40"
9669,Banglore,New Delhi,BLR;BOM;DEL,"3,022.73"
9670,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
9671,Kolkata,Banglore,CCU;DEL;BLR,"1,385.71"
9672,Chennai,Kolkata,MAA;CCU,"2,202.04"
9673,Delhi,Cochin,DEL;BOM;COK,"2,264.49"
9674,Delhi,Cochin,DEL;AMD;BOM;COK,"2,048.91"
9675,Delhi,Cochin,DEL;COK,"2,290.76"
9676,Delhi,Cochin,DEL;HYD;MAA;COK,"1,723.47"
9677,Banglore,New Delhi,BLR;HYD;DEL,"2,499.66"
9678,Kolkata,Banglore,CCU;BOM;BLR,"2,600.30"
9679,Delhi,Cochin,DEL;NAG;BOM;COK,"2,085.26"
9680,Delhi,Cochin,DEL;HYD;COK,"2,202.04"
9681,Delhi,Cochin,DEL;BOM;COK,"3,663.88"
9682,Kolkata,Banglore,CCU;GAU;DEL;BLR,"1,385.71"
9683,Chennai,Kolkata,MAA;CCU,"2,370.65"
9684,Banglore,New Delhi,BLR;BOM;NAG;DEL,"1,710.05"
9685,Banglore,Delhi,BLR;DEL,"1,710.05"
9686,Banglore,Delhi,BLR;DEL,"1,546.84"
9687,Kolkata,Banglore,CCU;BLR,"1,710.05"
9688,Banglore,Delhi,BLR;DEL,"1,546.84"
9689,Kolkata,Banglore,CCU;BLR,"1,972.40"
9690,Banglore,New Delhi,BLR;BOM;DEL,"3,022.73"
