id,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
8561,SpiceJet,Kolkata,Banglore,18/05/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
8562,Multiple carriers,Delhi,Cochin,9/06/2019,10:00,15h 30m,1 stop,No info,147.147
8563,Jet Airways,Delhi,Cochin,9/03/2019,05:25,23h,2 stops,No info,186.054
8564,Jet Airways,Delhi,Cochin,9/06/2019,02:15,16h 45m,1 stop,In-flight meal not included,112.882
8565,IndiGo,Kolkata,Banglore,9/05/2019,17:35,4h 40m,1 stop,No info,59.246
8566,Jet Airways,Kolkata,Banglore,15/05/2019,21:10,7h 30m,1 stop,No info,158.268
8567,Jet Airways,Delhi,Cochin,27/05/2019,05:30,13h 30m,2 stops,No info,166.419
8568,IndiGo,Delhi,Cochin,15/05/2019,11:55,10h 35m,1 stop,No info,70.862
8569,Jet Airways,Delhi,Cochin,3/06/2019,19:30,17h 5m,2 stops,In-flight meal not included,114.048
8570,Jet Airways,Delhi,Cochin,21/03/2019,15:00,27h 50m,1 stop,No info,140.437
8571,Jet Airways,Delhi,Cochin,6/06/2019,15:00,13h 25m,1 stop,In-flight meal not included,112.882
8572,Multiple carriers,Delhi,Cochin,12/06/2019,08:00,13h,1 stop,No info,81.488
8573,Multiple carriers,Delhi,Cochin,27/06/2019,10:00,11h,1 stop,No info,149.457
8574,Air India,Kolkata,Banglore,15/05/2019,16:50,15h 5m,1 stop,No info,97.801
8575,IndiGo,Delhi,Cochin,6/06/2019,10:35,14h 55m,1 stop,No info,64.713
8576,Jet Airways,Delhi,Cochin,27/06/2019,13:00,23h 35m,1 stop,In-flight meal not included,112.882
8577,Jet Airways,Kolkata,Banglore,9/06/2019,21:10,23h 35m,1 stop,In-flight meal not included,119.284
8578,Jet Airways,Kolkata,Banglore,9/05/2019,06:30,13h 20m,1 stop,No info,162.591
8579,IndiGo,Chennai,Kolkata,15/03/2019,14:40,2h 25m,non-stop,No info,69.267
8580,Air Asia,Kolkata,Banglore,12/05/2019,22:50,2h 30m,non-stop,No info,48.499
8581,Air India,Delhi,Cochin,9/06/2019,10:55,8h 20m,2 stops,No info,136.213
8582,SpiceJet,Mumbai,Hyderabad,3/05/2019,13:15,1h 30m,non-stop,No info,22.187
8583,Air India,Mumbai,Hyderabad,6/03/2019,19:00,14h 10m,1 stop,No info,135.388
8584,SpiceJet,Chennai,Kolkata,18/03/2019,17:45,2h 20m,non-stop,No info,37.224
8585,Jet Airways,Banglore,New Delhi,15/03/2019,08:55,7h 15m,1 stop,In-flight meal not included,100.474
8586,IndiGo,Delhi,Cochin,18/05/2019,02:00,5h 25m,1 stop,No info,82.104
8587,Multiple carriers,Delhi,Cochin,27/04/2019,07:10,9h,1 stop,In-flight meal not included,67.023
8588,Multiple carriers,Delhi,Cochin,3/03/2019,04:00,14h 50m,1 stop,No info,167.607
8589,Jet Airways,Mumbai,Hyderabad,1/05/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
8590,Air India,Delhi,Cochin,24/05/2019,14:10,3h,non-stop,No info,76.274
8591,Jet Airways,Kolkata,Banglore,1/04/2019,21:10,12h 55m,1 stop,No info,151.624
8592,Air Asia,Kolkata,Banglore,15/06/2019,10:20,2h 35m,non-stop,No info,48.499
8593,Multiple carriers,Delhi,Cochin,27/05/2019,13:00,6h 15m,1 stop,No info,174.878
8594,Air India,Delhi,Cochin,21/05/2019,17:15,26h,2 stops,No info,131.879
8595,SpiceJet,Mumbai,Hyderabad,3/06/2019,13:15,1h 30m,non-stop,No info,22.187
8596,Multiple carriers,Delhi,Cochin,1/06/2019,04:55,14h 5m,1 stop,No info,122.078
8597,IndiGo,Delhi,Cochin,21/05/2019,17:30,8h,1 stop,No info,74.734
8598,Jet Airways,Kolkata,Banglore,1/05/2019,21:10,12h 10m,1 stop,In-flight meal not included,119.284
8599,Multiple carriers,Delhi,Cochin,9/03/2019,15:05,10h 30m,2 stops,No info,380.688
8600,Air India,Delhi,Cochin,15/05/2019,14:10,3h,non-stop,No info,67.034
8601,IndiGo,Kolkata,Banglore,9/05/2019,15:15,5h 15m,1 stop,No info,50.215
8602,Air India,Delhi,Cochin,27/05/2019,05:15,38h,3 stops,No info,115.423
8603,Air India,Delhi,Cochin,27/06/2019,19:45,23h 30m,2 stops,No info,106.183
8604,Air India,Banglore,New Delhi,18/03/2019,06:45,27h 50m,2 stops,No info,135.355
8605,Air India,Banglore,Delhi,15/05/2019,10:00,2h 45m,non-stop,No info,76.571
8606,Multiple carriers,Delhi,Cochin,15/05/2019,06:00,6h 35m,1 stop,No info,107.734
8607,Multiple carriers,Delhi,Cochin,27/05/2019,17:30,8h,1 stop,No info,147.147
8608,Jet Airways,Delhi,Cochin,27/05/2019,02:15,16h 45m,1 stop,In-flight meal not included,141.878
8609,Multiple carriers,Delhi,Cochin,27/06/2019,11:25,7h 50m,1 stop,No info,78.705
8610,Multiple carriers,Delhi,Cochin,24/06/2019,15:00,10h 30m,1 stop,No info,147.147
8611,Vistara,Banglore,Delhi,3/05/2019,11:30,2h 50m,non-stop,No info,51.348
8612,IndiGo,Banglore,New Delhi,01/03/2019,07:30,4h 50m,1 stop,No info,89.21
8613,Jet Airways,Banglore,Delhi,6/04/2019,08:20,3h,non-stop,In-flight meal not included,49.984
8614,Air India,Delhi,Cochin,27/06/2019,16:40,26h 35m,2 stops,No info,106.183
8615,Jet Airways,Kolkata,Banglore,1/05/2019,08:25,9h 50m,1 stop,No info,162.591
8616,Vistara Premium economy,Banglore,Delhi,6/04/2019,11:30,2h 50m,non-stop,No info,65.659
8617,SpiceJet,Mumbai,Hyderabad,3/04/2019,13:15,1h 30m,non-stop,No info,22.187
8618,Jet Airways,Kolkata,Banglore,6/06/2019,17:00,6h 35m,1 stop,No info,155.661
8619,Jet Airways,Kolkata,Banglore,9/06/2019,16:30,12h 10m,1 stop,No info,151.041
8620,Jet Airways,Delhi,Cochin,3/03/2019,09:00,9h 50m,1 stop,In-flight meal not included,169.4
8621,Jet Airways,Kolkata,Banglore,9/05/2019,09:35,25h 20m,1 stop,In-flight meal not included,88.726
8622,Jet Airways,Delhi,Cochin,3/03/2019,05:40,37h 10m,2 stops,No info,234.454
8623,Air India,Banglore,New Delhi,01/03/2019,11:05,11h 40m,1 stop,No info,154.759
8624,Jet Airways,Mumbai,Hyderabad,15/03/2019,15:50,1h 30m,non-stop,In-flight meal not included,27.17
8625,IndiGo,Kolkata,Banglore,24/04/2019,20:20,2h 35m,non-stop,No info,52.844
8626,Air India,Banglore,New Delhi,15/03/2019,05:50,7h 5m,1 stop,No info,99.319
8627,IndiGo,Kolkata,Banglore,12/05/2019,04:40,2h 35m,non-stop,No info,52.844
8628,Jet Airways,Delhi,Cochin,9/05/2019,23:05,19h 55m,2 stops,No info,166.419
8629,IndiGo,Mumbai,Hyderabad,24/03/2019,19:05,1h 25m,non-stop,No info,30.294
8630,Jet Airways,Kolkata,Banglore,1/04/2019,21:10,11h 5m,1 stop,No info,147.004
8631,IndiGo,Kolkata,Banglore,24/03/2019,17:35,4h 40m,1 stop,No info,76.263
8632,Jet Airways,Delhi,Cochin,18/05/2019,23:05,13h 30m,2 stops,No info,166.419
8633,Multiple carriers,Delhi,Cochin,9/06/2019,11:25,7h 35m,1 stop,No info,123.2
8634,Jet Airways,Mumbai,Hyderabad,15/05/2019,02:55,1h 25m,non-stop,In-flight meal not included,35.31
8635,Jet Airways,Mumbai,Hyderabad,18/06/2019,10:20,1h 30m,non-stop,No info,88.44
8636,Jet Airways,Delhi,Cochin,12/06/2019,14:35,13h 50m,2 stops,In-flight meal not included,120.109
8637,IndiGo,Delhi,Cochin,27/06/2019,07:35,8h 35m,1 stop,No info,70.862
8638,IndiGo,Delhi,Cochin,1/04/2019,14:20,3h 15m,non-stop,No info,52.019
8639,IndiGo,Delhi,Cochin,6/03/2019,11:55,10h 25m,1 stop,No info,70.862
8640,SpiceJet,Kolkata,Banglore,12/06/2019,22:20,2h 20m,non-stop,No check-in baggage included,42.251
8641,Air India,Delhi,Cochin,3/06/2019,19:45,23h 30m,2 stops,No info,114.851
8642,Multiple carriers,Delhi,Cochin,1/06/2019,10:00,11h,1 stop,No info,149.457
8643,Jet Airways,Kolkata,Banglore,15/05/2019,20:25,18h,1 stop,No info,126.137
8644,IndiGo,Chennai,Kolkata,3/03/2019,13:20,2h 15m,non-stop,No info,80.245
8645,SpiceJet,Chennai,Kolkata,1/05/2019,09:45,2h 15m,non-stop,No info,39.567
8646,Multiple carriers,Delhi,Cochin,9/05/2019,06:40,12h 35m,1 stop,No info,85.657
8647,IndiGo,Delhi,Cochin,6/03/2019,06:40,14h 20m,1 stop,No info,163.581
8648,IndiGo,Chennai,Kolkata,15/06/2019,15:40,2h 45m,non-stop,No info,38.94
8649,IndiGo,Delhi,Cochin,1/06/2019,06:50,15h 40m,1 stop,No info,70.862
8650,Air Asia,Banglore,Delhi,24/06/2019,11:10,2h 45m,non-stop,No info,37.213
8651,Air Asia,Kolkata,Banglore,18/04/2019,22:50,2h 30m,non-stop,No info,48.499
8652,IndiGo,Chennai,Kolkata,9/05/2019,07:55,2h 20m,non-stop,No info,42.35
8653,Multiple carriers,Delhi,Cochin,24/06/2019,13:15,9h 15m,1 stop,No info,88.198
8654,Jet Airways,Kolkata,Banglore,1/04/2019,20:25,18h 40m,1 stop,No info,126.137
8655,Vistara,Banglore,Delhi,6/06/2019,11:30,2h 50m,non-stop,No info,51.348
8656,Jet Airways,Delhi,Cochin,24/06/2019,17:35,25h 25m,2 stops,No info,153.142
8657,Air India,Mumbai,Hyderabad,6/05/2019,06:20,1h 20m,non-stop,No info,39.875
8658,Air Asia,Kolkata,Banglore,18/05/2019,19:55,2h 30m,non-stop,No info,65.879
8659,IndiGo,Banglore,Delhi,21/04/2019,04:00,2h 50m,non-stop,No info,48.653
8660,Jet Airways,Delhi,Cochin,18/06/2019,09:50,3h 15m,non-stop,No info,105.204
8661,Jet Airways,Kolkata,Banglore,12/06/2019,16:30,25h 45m,1 stop,In-flight meal not included,93.819
8662,Air India,Kolkata,Banglore,6/06/2019,20:45,2h 35m,non-stop,No info,45.595
8663,IndiGo,Kolkata,Banglore,3/05/2019,17:15,2h 35m,non-stop,No info,52.844
8664,IndiGo,Delhi,Cochin,1/06/2019,14:20,8h 10m,1 stop,No info,76.318
8665,Jet Airways,Banglore,New Delhi,06/03/2019,08:00,23h 40m,1 stop,No info,162.965
8666,Multiple carriers,Delhi,Cochin,6/03/2019,07:30,11h 45m,1 stop,No info,165.847
8667,Jet Airways,Delhi,Cochin,15/06/2019,09:40,9h 20m,2 stops,No info,143.154
8668,Air India,Kolkata,Banglore,9/06/2019,05:50,14h 35m,2 stops,No info,123.211
8669,Jet Airways,Kolkata,Banglore,6/06/2019,20:25,21h 35m,1 stop,No info,139.612
8670,Multiple carriers,Delhi,Cochin,1/06/2019,09:45,6h 25m,1 stop,No info,106.106
8671,Jet Airways,Delhi,Cochin,24/05/2019,22:50,5h 35m,1 stop,No info,176.869
8672,Air India,Kolkata,Banglore,15/05/2019,09:10,25h 55m,2 stops,No info,67.287
8673,Multiple carriers,Delhi,Cochin,9/06/2019,15:15,10h 15m,1 stop,No info,74.745
8674,Air India,Mumbai,Hyderabad,1/06/2019,21:05,1h 20m,non-stop,No info,34.1
8675,Jet Airways,Delhi,Cochin,9/05/2019,02:15,10h 20m,1 stop,No info,174.361
8676,Vistara,Chennai,Kolkata,6/06/2019,07:05,2h 15m,non-stop,No info,40.557
8677,IndiGo,Banglore,Delhi,12/04/2019,16:55,3h,non-stop,No info,54.89
8678,Jet Airways,Delhi,Cochin,9/05/2019,19:15,23h 45m,1 stop,No info,171.094
8679,Multiple carriers,Delhi,Cochin,15/06/2019,06:00,13h 15m,1 stop,No info,104.786
8680,IndiGo,Delhi,Cochin,18/05/2019,05:35,3h 15m,non-stop,No info,66.165
8681,Air India,Kolkata,Banglore,1/05/2019,12:00,9h 50m,2 stops,No info,117.436
8682,Jet Airways,Delhi,Cochin,27/05/2019,18:15,18h 20m,1 stop,In-flight meal not included,141.878
8683,Jet Airways,Delhi,Cochin,27/05/2019,23:05,29h 20m,2 stops,No info,166.419
8684,Multiple carriers,Delhi,Cochin,21/03/2019,11:30,7h 45m,1 stop,No info,147.158
8685,SpiceJet,Kolkata,Banglore,1/06/2019,09:00,2h 25m,non-stop,No info,45.914
8686,Multiple carriers,Delhi,Cochin,21/05/2019,11:25,7h 35m,1 stop,No info,100.133
8687,IndiGo,Chennai,Kolkata,9/06/2019,07:55,2h 20m,non-stop,No info,42.35
8688,Vistara,Delhi,Cochin,9/06/2019,14:40,3h 10m,non-stop,No info,68.376
8689,Vistara,Kolkata,Banglore,1/04/2019,17:00,6h 25m,1 stop,No info,94.71
8690,Jet Airways,Kolkata,Banglore,6/06/2019,17:00,16h 45m,1 stop,In-flight meal not included,115.929
8691,IndiGo,Delhi,Cochin,9/03/2019,11:55,10h 25m,1 stop,No info,73.414
8692,Multiple carriers,Delhi,Cochin,24/06/2019,08:00,13h,1 stop,No info,83.798
8693,IndiGo,Banglore,Delhi,21/04/2019,00:30,2h 55m,non-stop,No info,43.373
8694,Vistara,Banglore,New Delhi,24/03/2019,16:00,2h 35m,non-stop,No info,131.043
8695,IndiGo,Banglore,New Delhi,09/03/2019,18:55,2h 50m,non-stop,No info,75.46
8696,Jet Airways,Delhi,Cochin,12/06/2019,05:30,13h 30m,2 stops,No info,146.212
8697,Multiple carriers,Delhi,Cochin,6/03/2019,02:15,13h 15m,1 stop,No info,187.627
8698,Jet Airways,Delhi,Cochin,27/06/2019,05:30,13h 30m,2 stops,No info,143.154
8699,Air India,Delhi,Cochin,3/03/2019,07:05,36h 10m,2 stops,No info,127.072
8700,IndiGo,Chennai,Kolkata,12/03/2019,11:35,2h 25m,non-stop,No info,69.267
8701,IndiGo,Chennai,Kolkata,24/03/2019,11:35,2h 25m,non-stop,No info,47.652
8702,Air India,Delhi,Cochin,21/03/2019,05:10,2h 50m,non-stop,No info,62.414
8703,Multiple carriers,Delhi,Cochin,21/05/2019,07:05,12h 10m,1 stop,In-flight meal not included,117.821
8704,Jet Airways,Kolkata,Banglore,1/04/2019,09:35,8h 25m,1 stop,No info,126.137
8705,Air India,Kolkata,Banglore,6/05/2019,16:50,22h 15m,2 stops,No info,136.774
8706,Air India,Delhi,Cochin,24/06/2019,18:05,3h 5m,non-stop,No info,57.211
8707,Vistara,Banglore,Delhi,18/05/2019,17:00,2h 35m,non-stop,No info,53.658
8708,Jet Airways,Delhi,Cochin,6/06/2019,05:30,22h 55m,2 stops,No info,143.154
8709,SpiceJet,Chennai,Kolkata,6/06/2019,08:20,2h 15m,non-stop,No info,39.567
8710,Air India,Banglore,New Delhi,03/03/2019,08:50,26h 20m,2 stops,No info,138.589
8711,Jet Airways,Kolkata,Banglore,24/05/2019,18:55,27h 40m,1 stop,In-flight meal not included,119.284
8712,Jet Airways,Delhi,Cochin,21/05/2019,02:15,16h 45m,1 stop,In-flight meal not included,141.878
8713,IndiGo,Banglore,Delhi,21/06/2019,13:00,2h 50m,non-stop,No info,43.373
8714,Multiple carriers,Delhi,Cochin,12/06/2019,13:00,12h 30m,1 stop,No info,79.178
8715,SpiceJet,Kolkata,Banglore,18/05/2019,15:05,5h 15m,1 stop,No info,54.593
8716,IndiGo,Banglore,New Delhi,01/03/2019,16:55,2h 50m,non-stop,No info,139.139
8717,Multiple carriers,Delhi,Cochin,6/03/2019,08:00,7h 30m,1 stop,No info,189.937
8718,Jet Airways,Delhi,Cochin,9/05/2019,07:05,11h 55m,1 stop,In-flight meal not included,136.103
8719,Jet Airways,Banglore,New Delhi,03/03/2019,11:40,13h 5m,1 stop,In-flight meal not included,148.522
8720,Multiple carriers,Delhi,Cochin,21/03/2019,11:30,7h 20m,1 stop,No info,127.842
8721,SpiceJet,Kolkata,Banglore,3/03/2019,22:20,2h 20m,non-stop,No info,60.665
8722,Jet Airways,Kolkata,Banglore,15/05/2019,20:25,18h,1 stop,In-flight meal not included,102.454
8723,Multiple carriers,Delhi,Cochin,3/06/2019,10:20,8h 40m,1 stop,No info,129.679
8724,IndiGo,Banglore,Delhi,6/04/2019,20:00,2h 50m,non-stop,No info,53.053
8725,Air India,Delhi,Cochin,3/06/2019,13:15,20h 10m,2 stops,No info,115.137
8726,Multiple carriers,Delhi,Cochin,3/06/2019,13:00,8h,1 stop,No info,81.488
8727,Air India,Delhi,Cochin,15/06/2019,06:05,27h 20m,1 stop,No info,82.28
8728,SpiceJet,Kolkata,Banglore,24/04/2019,22:20,2h 20m,non-stop,No check-in baggage included,42.251
8729,SpiceJet,Chennai,Kolkata,18/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
8730,Air India,Delhi,Cochin,24/06/2019,05:15,38h,3 stops,No info,115.423
8731,Multiple carriers,Delhi,Cochin,27/05/2019,11:25,7h 35m,1 stop,No info,100.133
8732,Jet Airways,Kolkata,Banglore,6/05/2019,14:05,5h 45m,1 stop,In-flight meal not included,119.284
8733,IndiGo,Banglore,Delhi,9/06/2019,20:00,2h 50m,non-stop,No info,53.053
8734,Air Asia,Banglore,New Delhi,24/03/2019,23:25,2h 45m,non-stop,No info,49.302
8735,Jet Airways,Kolkata,Banglore,12/06/2019,06:30,27h 35m,1 stop,In-flight meal not included,93.819
8736,Air India,Delhi,Cochin,3/03/2019,14:10,3h,non-stop,No info,87.241
8737,Jet Airways,Kolkata,Banglore,18/05/2019,18:55,14h 25m,1 stop,In-flight meal not included,106.293
8738,Jet Airways,Delhi,Cochin,1/06/2019,09:40,9h 20m,2 stops,In-flight meal not included,114.048
8739,Air India,Kolkata,Banglore,18/05/2019,12:00,9h 50m,2 stops,No info,111.661
8740,SpiceJet,Chennai,Kolkata,27/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
8741,Multiple carriers,Delhi,Cochin,1/06/2019,19:00,6h 30m,1 stop,No info,82.83
8742,Multiple carriers,Delhi,Cochin,9/05/2019,14:55,7h 35m,1 stop,No info,74.855
8743,GoAir,Banglore,Delhi,18/06/2019,07:45,2h 55m,non-stop,No info,37.609
8744,Air Asia,Banglore,Delhi,9/06/2019,23:55,2h 50m,non-stop,No info,78.32
8745,Jet Airways,Kolkata,Banglore,21/05/2019,17:00,17h 55m,1 stop,No info,155.661
8746,Air India,Mumbai,Hyderabad,21/06/2019,06:20,1h 20m,non-stop,No info,34.1
8747,Jet Airways,Kolkata,Banglore,24/05/2019,17:00,21h 25m,1 stop,No info,133.331
8748,SpiceJet,Mumbai,Hyderabad,6/05/2019,05:45,1h 30m,non-stop,No info,22.187
8749,SpiceJet,Mumbai,Hyderabad,15/06/2019,05:45,1h 30m,non-stop,No check-in baggage included,29.117
8750,IndiGo,Delhi,Cochin,12/06/2019,17:05,5h 20m,1 stop,No info,67.617
8751,Jet Airways,Delhi,Cochin,1/06/2019,18:25,10h,2 stops,No info,156.607
8752,Jet Airways,Kolkata,Banglore,12/06/2019,21:10,12h 10m,1 stop,No info,143.484
8753,Jet Airways,Delhi,Cochin,18/05/2019,02:15,16h 45m,1 stop,No info,171.094
8754,SpiceJet,Banglore,Delhi,9/04/2019,09:30,2h 50m,non-stop,No info,48.653
8755,Air India,Delhi,Cochin,6/06/2019,21:00,10h 40m,1 stop,No info,92.092
8756,Jet Airways,Kolkata,Banglore,18/05/2019,20:00,27h 35m,1 stop,In-flight meal not included,119.284
8757,Vistara,Kolkata,Banglore,18/05/2019,17:00,25h 50m,1 stop,No info,105.105
8758,Air India,Delhi,Cochin,15/05/2019,17:15,16h 10m,2 stops,No info,97.229
8759,Air India,Kolkata,Banglore,6/05/2019,12:00,30h 30m,2 stops,No info,111.661
8760,Air India,Kolkata,Banglore,12/05/2019,09:25,20h 10m,2 stops,No info,125.752
8761,SpiceJet,Banglore,Delhi,15/04/2019,09:30,2h 50m,non-stop,No check-in baggage included,47.509
8762,Air India,Kolkata,Banglore,6/06/2019,12:00,30h 30m,2 stops,No info,105.886
8763,Air India,Kolkata,Banglore,18/05/2019,17:30,26h 55m,1 stop,No info,116.853
8764,Jet Airways,Delhi,Cochin,18/04/2019,11:00,3h 15m,non-stop,No info,105.204
8765,Jet Airways,Kolkata,Banglore,9/05/2019,14:05,6h 40m,1 stop,No info,162.591
8766,Jet Airways,Banglore,Delhi,15/05/2019,08:20,3h,non-stop,No info,79.519
8767,IndiGo,Delhi,Cochin,27/06/2019,17:30,8h,1 stop,No info,62.524
8768,Jet Airways,Kolkata,Banglore,18/05/2019,05:45,27h 35m,1 stop,No info,158.268
8769,SpiceJet,Banglore,Delhi,18/04/2019,09:30,2h 50m,non-stop,No check-in baggage included,60.665
8770,Jet Airways,Kolkata,Banglore,9/06/2019,20:25,25h 40m,1 stop,No info,139.612
8771,Jet Airways,Kolkata,Banglore,1/05/2019,09:35,9h 35m,1 stop,In-flight meal not included,102.454
8772,SpiceJet,Kolkata,Banglore,15/06/2019,17:10,2h 30m,non-stop,No info,42.603
8773,SpiceJet,Kolkata,Banglore,21/04/2019,22:20,2h 20m,non-stop,No check-in baggage included,52.877
8774,Multiple carriers,Delhi,Cochin,27/06/2019,09:00,10h 15m,1 stop,No info,163.328
8775,IndiGo,Delhi,Cochin,24/04/2019,05:05,7h 5m,1 stop,No info,67.881
8776,SpiceJet,Mumbai,Hyderabad,24/06/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
8777,Jet Airways,Kolkata,Banglore,12/06/2019,09:35,11h 30m,1 stop,In-flight meal not included,115.929
8778,Air Asia,Banglore,Delhi,1/06/2019,11:10,2h 45m,non-stop,No info,49.313
8779,Multiple carriers,Delhi,Cochin,27/03/2019,06:00,13h 15m,1 stop,No info,92.081
8780,Jet Airways,Delhi,Cochin,6/03/2019,13:55,14h 30m,1 stop,No info,173.404
8781,Jet Airways,Kolkata,Banglore,12/05/2019,16:30,7h 5m,1 stop,In-flight meal not included,119.284
8782,Air India,Kolkata,Banglore,18/05/2019,16:50,12h 45m,2 stops,No info,128.062
8783,IndiGo,Banglore,Delhi,12/04/2019,04:00,2h 50m,non-stop,No info,48.653
8784,Vistara,Banglore,Delhi,15/06/2019,09:45,2h 50m,non-stop,No info,53.658
8785,SpiceJet,Mumbai,Hyderabad,9/05/2019,13:15,1h 30m,non-stop,No info,24.497
8786,Jet Airways,Kolkata,Banglore,15/05/2019,16:30,25h 45m,1 stop,In-flight meal not included,119.284
8787,Air Asia,Kolkata,Banglore,3/04/2019,19:55,2h 30m,non-stop,No info,45.177
8788,Vistara,Kolkata,Banglore,24/03/2019,07:10,27h 40m,1 stop,No info,123.882
8789,Jet Airways,Delhi,Cochin,3/06/2019,14:00,22h 35m,1 stop,In-flight meal not included,112.882
8790,Jet Airways,Banglore,Delhi,18/05/2019,15:15,2h 55m,non-stop,In-flight meal not included,49.984
8791,Jet Airways,Banglore,Delhi,24/05/2019,18:55,3h 5m,non-stop,In-flight meal not included,67.584
8792,GoAir,Banglore,New Delhi,15/03/2019,07:45,2h 55m,non-stop,No info,62.766
8793,Jet Airways,Banglore,New Delhi,15/03/2019,05:50,6h 30m,1 stop,In-flight meal not included,64.383
8794,Jet Airways,Kolkata,Banglore,21/05/2019,06:30,14h 20m,2 stops,In-flight meal not included,111.298
8795,Air India,Kolkata,Banglore,1/05/2019,09:25,20h,2 stops,No info,161.557
8796,Multiple carriers,Delhi,Cochin,27/05/2019,11:30,7h 45m,1 stop,In-flight meal not included,101.794
8797,Jet Airways,Delhi,Cochin,1/06/2019,09:40,18h 45m,2 stops,In-flight meal not included,114.048
8798,Jet Airways,Kolkata,Banglore,6/06/2019,14:05,6h 40m,1 stop,No info,160.281
8799,Jet Airways,Banglore,Delhi,1/06/2019,15:15,2h 55m,non-stop,In-flight meal not included,79.519
8800,IndiGo,Delhi,Cochin,6/06/2019,06:40,14h 20m,1 stop,No info,67.023
8801,Multiple carriers,Delhi,Cochin,9/03/2019,08:00,13h,1 stop,No info,176.253
8802,IndiGo,Chennai,Kolkata,6/06/2019,14:45,2h 20m,non-stop,No info,39.567
8803,Jet Airways,Kolkata,Banglore,24/03/2019,06:30,16h 55m,1 stop,In-flight meal not included,97.064
8804,IndiGo,Delhi,Cochin,9/03/2019,02:00,5h 45m,1 stop,No info,77.66
8805,Jet Airways,Kolkata,Banglore,24/03/2019,13:55,19h 20m,1 stop,No info,156.541
8806,Jet Airways,Banglore,Delhi,24/04/2019,18:55,3h 5m,non-stop,In-flight meal not included,49.984
8807,Jet Airways,Delhi,Cochin,9/03/2019,15:05,27h 45m,1 stop,No info,179.179
8808,IndiGo,Kolkata,Banglore,3/03/2019,10:10,2h 45m,non-stop,No info,72.215
8809,IndiGo,Chennai,Kolkata,21/06/2019,14:45,2h 20m,non-stop,No info,39.567
8810,Air India,Delhi,Cochin,6/05/2019,20:40,12h 45m,1 stop,No info,82.28
8811,Vistara,Kolkata,Banglore,12/05/2019,17:00,17h 45m,1 stop,No info,109.142
8812,Jet Airways,Banglore,Delhi,27/05/2019,17:45,3h,non-stop,No info,79.519
8813,Jet Airways,Delhi,Cochin,15/06/2019,20:00,16h 35m,2 stops,No info,157.3
8814,Jet Airways,Delhi,Cochin,27/03/2019,02:15,26h 10m,1 stop,No info,134.662
8815,Multiple carriers,Delhi,Cochin,24/06/2019,11:25,7h 35m,1 stop,No info,117.458
8816,Multiple carriers,Delhi,Cochin,27/05/2019,08:00,13h,1 stop,In-flight meal not included,103.95
8817,IndiGo,Kolkata,Banglore,6/04/2019,21:25,2h 40m,non-stop,No info,45.914
8818,Jet Airways,Banglore,Delhi,6/04/2019,07:10,3h,non-stop,In-flight meal not included,49.984
8819,IndiGo,Kolkata,Banglore,15/05/2019,17:35,4h 40m,1 stop,No info,59.246
8820,Jet Airways,Delhi,Cochin,24/05/2019,19:10,23h 50m,2 stops,No info,166.419
8821,IndiGo,Delhi,Cochin,15/06/2019,14:20,8h 10m,1 stop,No info,70.532
8822,Jet Airways,Delhi,Cochin,27/06/2019,23:05,29h 20m,2 stops,No info,168.729
8823,Jet Airways,Banglore,New Delhi,24/03/2019,02:00,2h 45m,non-stop,No info,79.519
8824,Vistara,Banglore,Delhi,1/06/2019,09:45,2h 50m,non-stop,No info,53.658
8825,Air Asia,Kolkata,Banglore,6/04/2019,10:20,2h 35m,non-stop,No info,41.877
8826,Jet Airways,Delhi,Cochin,18/05/2019,17:30,19h 5m,1 stop,In-flight meal not included,136.103
8827,Jet Airways,Kolkata,Banglore,6/06/2019,14:05,9h 30m,1 stop,No info,160.281
8828,Jet Airways,Delhi,Cochin,12/06/2019,19:45,8h 40m,1 stop,In-flight meal not included,112.882
8829,Jet Airways,Delhi,Cochin,9/06/2019,20:55,22h 5m,1 stop,In-flight meal not included,116.347
8830,Vistara,Mumbai,Hyderabad,6/03/2019,20:55,26h,1 stop,No info,136.345
8831,SpiceJet,Kolkata,Banglore,27/04/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
8832,Air Asia,Delhi,Cochin,3/06/2019,07:55,7h 50m,1 stop,No info,96.349
8833,IndiGo,Delhi,Cochin,21/03/2019,04:45,10h 45m,1 stop,No info,85.118
8834,IndiGo,Delhi,Cochin,18/05/2019,15:00,10h 30m,1 stop,No info,82.533
8835,IndiGo,Delhi,Cochin,3/06/2019,11:25,14h 5m,1 stop,No info,64.713
8836,Jet Airways,Kolkata,Banglore,12/06/2019,20:25,13h 20m,1 stop,No info,139.612
8837,IndiGo,Banglore,Delhi,15/04/2019,08:30,2h 50m,non-stop,No info,53.053
8838,SpiceJet,Mumbai,Hyderabad,27/05/2019,05:45,1h 30m,non-stop,No info,22.187
8839,Air India,Delhi,Cochin,12/06/2019,12:00,19h 40m,2 stops,No info,94.633
