Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
Jet Airways,Delhi,Cochin,3/06/2019,07:05,11h 55m,1 stop,In-flight meal not included,116.347
Jet Airways,Kolkata,Banglore,6/05/2019,20:00,14h 5m,1 stop,No info,158.268
Air India,Delhi,Cochin,12/06/2019,13:30,18h 45m,1 stop,No info,98.901
Air India,Delhi,Cochin,27/05/2019,12:55,30h 20m,2 stops,No info,136.796
Air India,Banglore,New Delhi,12/03/2019,06:45,26h 40m,2 stops,No info,137.665
SpiceJet,Delhi,Cochin,15/06/2019,15:45,6h 20m,1 stop,No info,61.413
Air India,Delhi,Cochin,9/03/2019,23:00,8h 40m,1 stop,No info,119.240
Jet Airways,Delhi,Cochin,27/06/2019,12:15,24h 20m,2 stops,No info,157.300
SpiceJet,Banglore,Delhi,18/04/2019,21:10,2h 55m,non-stop,No check-in baggage included,60.665
Jet Airways,Kolkata,Banglore,15/05/2019,14:05,6h 40m,1 stop,In-flight meal not included,119.284
Jet Airways,Kolkata,Banglore,24/03/2019,16:55,16h 20m,1 stop,In-flight meal not included,122.474
Air India,Banglore,Delhi,24/04/2019,10:00,2h 45m,non-stop,No info,67.331
Air India,Kolkata,Banglore,21/05/2019,12:00,19h 55m,2 stops,No info,117.436
Jet Airways,Kolkata,Banglore,1/05/2019,16:30,6h 5m,1 stop,No info,162.591
Jet Airways,Banglore,Delhi,6/04/2019,19:50,3h,non-stop,In-flight meal not included,49.984
GoAir,Banglore,Delhi,6/04/2019,07:45,2h 55m,non-stop,No info,50.952
Jet Airways,Delhi,Cochin,21/03/2019,19:10,33h 15m,2 stops,No info,120.219
Air Asia,Kolkata,Banglore,21/04/2019,10:20,2h 35m,non-stop,No info,48.499
SpiceJet,Kolkata,Banglore,1/05/2019,06:55,2h 35m,non-stop,No info,42.603
Jet Airways,Banglore,Delhi,27/05/2019,07:10,3h,non-stop,In-flight meal not included,44.330
Air Asia,Kolkata,Banglore,9/05/2019,22:50,2h 30m,non-stop,No info,41.877
Air India,Kolkata,Banglore,12/05/2019,10:00,15h 20m,2 stops,No info,133.540
SpiceJet,Kolkata,Banglore,6/03/2019,09:00,2h 30m,non-stop,No info,45.056
Jet Airways,Delhi,Cochin,15/06/2019,18:20,18h 15m,2 stops,No info,157.300
Multiple carriers,Delhi,Cochin,27/06/2019,11:40,9h 20m,1 stop,In-flight meal not included,66.077
IndiGo,Kolkata,Banglore,1/04/2019,14:25,2h 30m,non-stop,No info,45.914
SpiceJet,Chennai,Kolkata,21/06/2019,17:45,2h 20m,non-stop,No info,39.567
Air India,Delhi,Cochin,24/06/2019,12:00,7h 15m,2 stops,No info,105.028
Air India,Banglore,New Delhi,15/03/2019,08:50,6h 25m,1 stop,No info,95.854
Vistara,Kolkata,Banglore,12/06/2019,17:00,27h 20m,1 stop,No info,88.935
Jet Airways,Delhi,Cochin,3/06/2019,19:30,8h 55m,2 stops,In-flight meal not included,114.048
Air India,Delhi,Cochin,27/06/2019,07:05,26h 20m,2 stops,No info,120.725
Multiple carriers,Delhi,Cochin,9/05/2019,07:30,13h 30m,1 stop,No info,84.370
Multiple carriers,Delhi,Cochin,15/05/2019,18:00,7h 30m,1 stop,No info,88.803
Jet Airways,Banglore,New Delhi,12/03/2019,22:55,11h 50m,1 stop,No info,151.987
IndiGo,Kolkata,Banglore,9/04/2019,19:20,4h 25m,1 stop,No info,39.314
Jet Airways,Delhi,Cochin,9/05/2019,21:50,6h 35m,1 stop,No info,171.094
Air India,Delhi,Cochin,27/03/2019,21:00,22h 15m,1 stop,No info,73.612
SpiceJet,Mumbai,Hyderabad,15/06/2019,22:45,1h 30m,non-stop,No check-in baggage included,21.615
IndiGo,Mumbai,Hyderabad,24/06/2019,20:05,1h 35m,non-stop,No info,24.497
IndiGo,Chennai,Kolkata,9/06/2019,14:45,2h 20m,non-stop,No info,39.567
Jet Airways,Delhi,Cochin,6/06/2019,14:00,14h 25m,1 stop,No info,161.854
SpiceJet,Kolkata,Banglore,9/03/2019,17:15,2h 30m,non-stop,No info,50.842
Jet Airways,Delhi,Cochin,1/05/2019,05:30,22h 55m,2 stops,No info,166.419
IndiGo,Chennai,Kolkata,15/06/2019,22:05,2h 20m,non-stop,No info,58.047
Multiple carriers,Delhi,Cochin,27/03/2019,09:00,9h 50m,1 stop,No info,128.337
Jet Airways,Kolkata,Banglore,9/06/2019,17:00,26h 10m,1 stop,In-flight meal not included,115.929
Jet Airways,Kolkata,Banglore,9/05/2019,20:25,18h,1 stop,No info,126.137
Air India,Delhi,Cochin,12/06/2019,17:20,16h 5m,1 stop,No info,82.280
GoAir,Banglore,Delhi,24/04/2019,20:55,2h 45m,non-stop,No info,37.609
IndiGo,Delhi,Cochin,27/06/2019,10:35,14h 55m,1 stop,No info,62.524
IndiGo,Kolkata,Banglore,12/06/2019,18:05,5h 25m,1 stop,No info,68.398
Jet Airways,Kolkata,Banglore,12/06/2019,20:00,8h 40m,1 stop,In-flight meal not included,76.549
Vistara,Banglore,Delhi,12/06/2019,19:30,2h 45m,non-stop,No info,53.658
Air India,Kolkata,Banglore,1/04/2019,07:00,22h 25m,2 stops,No info,134.409
Jet Airways,Kolkata,Banglore,21/05/2019,20:25,13h 20m,1 stop,In-flight meal not included,136.224
Jet Airways,Delhi,Cochin,15/06/2019,11:00,3h 15m,non-stop,In-flight meal not included,79.222
SpiceJet,Kolkata,Banglore,1/06/2019,17:10,2h 30m,non-stop,No info,45.914
Air India,Mumbai,Hyderabad,12/05/2019,15:00,1h 25m,non-stop,No info,34.100
Jet Airways,Banglore,New Delhi,21/03/2019,08:55,6h 20m,1 stop,In-flight meal not included,86.152
Multiple carriers,Delhi,Cochin,9/06/2019,14:55,7h 35m,1 stop,No info,73.953
Air India,Kolkata,Banglore,6/06/2019,08:20,23h 35m,2 stops,No info,117.667
SpiceJet,Kolkata,Banglore,1/06/2019,22:20,2h 20m,non-stop,No check-in baggage included,42.251
Air India,Kolkata,Banglore,1/04/2019,16:45,19h 15m,2 stops,No info,109.120
IndiGo,Banglore,New Delhi,01/03/2019,18:25,2h 55m,non-stop,No info,139.139
IndiGo,Delhi,Cochin,6/06/2019,11:25,9h 35m,1 stop,No info,67.023
Jet Airways,Delhi,Cochin,27/05/2019,05:30,22h 55m,2 stops,No info,166.419
Jet Airways,Banglore,Delhi,27/04/2019,17:45,3h,non-stop,In-flight meal not included,49.984
Air India,Kolkata,Banglore,27/03/2019,14:15,2h 30m,non-stop,No info,56.870
IndiGo,Mumbai,Hyderabad,9/06/2019,02:35,1h 30m,non-stop,No info,30.294
Air India,Mumbai,Hyderabad,12/06/2019,13:55,1h 30m,non-stop,No info,34.100
Air India,Kolkata,Banglore,1/04/2019,16:45,30h 30m,2 stops,No info,101.607
Multiple carriers,Delhi,Cochin,15/06/2019,13:00,12h 30m,1 stop,No info,79.178
Jet Airways,Delhi,Cochin,1/06/2019,11:30,25h 5m,1 stop,In-flight meal not included,112.882
SpiceJet,Delhi,Cochin,27/03/2019,15:55,6h,1 stop,No info,56.221
Air India,Delhi,Cochin,27/06/2019,22:00,21h 15m,2 stops,No info,114.851
Multiple carriers,Delhi,Cochin,1/06/2019,08:45,10h 30m,1 stop,No info,112.871
IndiGo,Chennai,Kolkata,9/03/2019,19:35,2h 20m,non-stop,No info,69.267
Multiple carriers,Delhi,Cochin,15/06/2019,03:50,15h 10m,1 stop,No info,134.112
IndiGo,Banglore,Delhi,15/06/2019,10:10,2h 50m,non-stop,No info,43.373
Jet Airways,Delhi,Cochin,27/05/2019,05:30,7h 5m,2 stops,No info,179.014
Jet Airways,Delhi,Cochin,21/05/2019,07:05,5h 30m,1 stop,In-flight meal not included,141.878
SpiceJet,Banglore,Delhi,15/05/2019,05:55,2h 40m,non-stop,No info,36.421
Multiple carriers,Delhi,Cochin,21/05/2019,04:55,7h 40m,1 stop,No info,100.133
IndiGo,Kolkata,Banglore,15/03/2019,22:10,2h 45m,non-stop,No info,45.628
IndiGo,Kolkata,Banglore,9/06/2019,15:30,2h 35m,non-stop,No info,57.464
IndiGo,Kolkata,Banglore,9/05/2019,04:40,2h 35m,non-stop,No info,52.844
IndiGo,Chennai,Kolkata,6/06/2019,19:35,2h 20m,non-stop,No info,39.567
IndiGo,Kolkata,Banglore,27/06/2019,11:30,2h 35m,non-stop,No info,52.844
Jet Airways,Mumbai,Hyderabad,6/05/2019,10:20,1h 30m,non-stop,In-flight meal not included,54.945
SpiceJet,Kolkata,Banglore,9/04/2019,09:00,2h 25m,non-stop,No info,42.603
Jet Airways,Delhi,Cochin,1/06/2019,15:00,13h 25m,1 stop,In-flight meal not included,112.882
Jet Airways,Mumbai,Hyderabad,18/06/2019,19:35,1h 30m,non-stop,In-flight meal not included,35.310
GoAir,Delhi,Cochin,9/06/2019,07:30,6h 5m,1 stop,No info,69.036
Jet Airways,Banglore,New Delhi,09/03/2019,21:25,10h 50m,1 stop,In-flight meal not included,100.474
Jet Airways,Banglore,New Delhi,12/03/2019,18:55,18h 20m,1 stop,In-flight meal not included,121.957
Jet Airways,Kolkata,Banglore,1/05/2019,14:05,14h 35m,1 stop,No info,153.351
Air India,Delhi,Cochin,3/06/2019,05:10,2h 50m,non-stop,No info,57.211
IndiGo,Delhi,Cochin,24/04/2019,05:05,11h 5m,1 stop,No info,67.881
Air Asia,Kolkata,Banglore,1/03/2019,19:35,2h 30m,non-stop,No info,65.604
Jet Airways,Delhi,Cochin,27/05/2019,19:10,23h 50m,2 stops,No info,166.419
Jet Airways,Delhi,Cochin,18/05/2019,09:40,26h 55m,2 stops,In-flight meal not included,143.319
Jet Airways,Banglore,Delhi,27/05/2019,08:20,3h,non-stop,In-flight meal not included,44.330
GoAir,Kolkata,Banglore,18/05/2019,16:40,7h 35m,1 stop,No info,116.446
Air India,Mumbai,Hyderabad,6/03/2019,11:35,31h 50m,2 stops,No info,197.186
Jet Airways,Delhi,Cochin,6/06/2019,11:00,3h 15m,non-stop,No info,105.204
Jet Airways,Kolkata,Banglore,15/05/2019,10:20,7h 15m,1 stop,No info,91.905
Multiple carriers,Delhi,Cochin,6/06/2019,10:20,15h 10m,1 stop,No info,74.745
Air India,Delhi,Cochin,15/05/2019,13:30,18h 45m,1 stop,No info,117.381
Air India,Delhi,Cochin,27/03/2019,13:20,18h 20m,2 stops,No info,111.958
Vistara,Kolkata,Banglore,12/06/2019,07:10,25h 55m,1 stop,No info,87.197
Air India,Mumbai,Hyderabad,18/05/2019,13:55,1h 30m,non-stop,No info,34.100
Air India,Delhi,Cochin,6/03/2019,19:45,23h 30m,2 stops,No info,139.106
IndiGo,Delhi,Cochin,6/03/2019,05:05,5h,1 stop,No info,86.834
IndiGo,Banglore,Delhi,24/06/2019,01:30,2h 45m,non-stop,No info,43.373
Multiple carriers,Delhi,Cochin,9/05/2019,11:25,7h 50m,1 stop,No info,83.325
Jet Airways,Delhi,Cochin,6/03/2019,05:25,38h 20m,2 stops,No info,186.054
Vistara,Delhi,Cochin,24/06/2019,14:40,3h 10m,non-stop,No info,68.376
IndiGo,Delhi,Cochin,21/05/2019,17:05,5h 10m,1 stop,No info,67.617
IndiGo,Delhi,Cochin,15/05/2019,17:30,8h,1 stop,No info,76.769
Air India,Delhi,Cochin,27/05/2019,18:05,3h 5m,non-stop,No info,67.034
Jet Airways,Delhi,Cochin,27/03/2019,20:50,7h 35m,1 stop,No info,134.662
Air India,Kolkata,Banglore,12/06/2019,12:00,9h 50m,2 stops,No info,103.576
Air India,Delhi,Cochin,21/03/2019,13:15,20h 10m,2 stops,No info,78.177
Jet Airways,Delhi,Cochin,9/06/2019,21:25,21h 35m,2 stops,No info,146.212
IndiGo,Chennai,Kolkata,3/03/2019,07:55,2h 20m,non-stop,No info,80.245
IndiGo,Banglore,Delhi,18/04/2019,00:30,2h 55m,non-stop,No info,48.653
IndiGo,Banglore,New Delhi,24/03/2019,23:30,2h 50m,non-stop,No info,62.634
Jet Airways,Banglore,New Delhi,24/03/2019,05:45,4h 40m,1 stop,In-flight meal not included,89.617
Multiple carriers,Delhi,Cochin,27/05/2019,13:00,12h 30m,1 stop,No info,147.147
Jet Airways,Banglore,New Delhi,06/03/2019,14:05,10h 40m,1 stop,In-flight meal not included,148.522
Jet Airways,Delhi,Cochin,9/03/2019,05:40,22h 45m,2 stops,In-flight meal not included,151.404
Jet Airways,Kolkata,Banglore,6/06/2019,17:00,16h 45m,1 stop,No info,139.612
IndiGo,Kolkata,Banglore,18/05/2019,17:15,2h 35m,non-stop,No info,52.844
Jet Airways,Kolkata,Banglore,1/04/2019,08:25,24h 55m,1 stop,In-flight meal not included,77.704
Jet Airways,Delhi,Cochin,24/06/2019,07:05,5h 30m,1 stop,No info,164.164
IndiGo,Kolkata,Banglore,1/03/2019,15:20,2h 35m,non-stop,No info,72.215
Air India,Delhi,Cochin,18/05/2019,16:40,26h 35m,2 stops,No info,108.493
IndiGo,Delhi,Cochin,6/03/2019,16:00,5h,1 stop,No info,84.975
Air India,Delhi,Cochin,15/05/2019,22:00,21h 15m,2 stops,No info,124.091
Jet Airways,Mumbai,Hyderabad,21/05/2019,19:35,1h 30m,non-stop,In-flight meal not included,35.310
Air India,Kolkata,Banglore,1/05/2019,19:00,9h 40m,1 stop,No info,67.287
Jet Airways,Delhi,Cochin,24/06/2019,16:00,12h 25m,1 stop,In-flight meal not included,112.882
IndiGo,Banglore,Delhi,1/04/2019,04:00,2h 50m,non-stop,No info,43.373
Jet Airways,Kolkata,Banglore,12/06/2019,18:55,9h 45m,1 stop,No info,138.336
Air Asia,Delhi,Cochin,21/04/2019,07:55,5h 30m,1 stop,No info,81.972
Jet Airways,Kolkata,Banglore,1/05/2019,06:30,9h 50m,1 stop,No info,162.591
Air India,Kolkata,Banglore,12/06/2019,09:10,4h 5m,1 stop,No info,98.956
Air India,Delhi,Cochin,6/03/2019,13:30,18h 45m,1 stop,No info,127.193
IndiGo,Banglore,New Delhi,09/03/2019,04:00,2h 50m,non-stop,No info,52.547
IndiGo,Kolkata,Banglore,9/04/2019,15:30,2h 35m,non-stop,No info,45.914
SpiceJet,Kolkata,Banglore,6/06/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
Jet Airways,Delhi,Cochin,24/06/2019,18:20,10h 5m,2 stops,No info,151.525
Air India,Delhi,Cochin,27/03/2019,17:20,16h 5m,1 stop,No info,56.287
Jet Airways,Mumbai,Hyderabad,15/06/2019,19:35,1h 30m,non-stop,No info,62.458
Jet Airways,Delhi,Cochin,1/04/2019,14:00,5h,1 stop,In-flight meal not included,56.947
SpiceJet,Delhi,Cochin,9/05/2019,17:55,4h 55m,1 stop,No info,65.725
IndiGo,Banglore,New Delhi,03/03/2019,00:40,2h 45m,non-stop,No info,75.460
IndiGo,Kolkata,Banglore,18/05/2019,09:35,2h 45m,non-stop,No info,52.844
Multiple carriers,Delhi,Cochin,27/06/2019,11:30,14h,1 stop,No info,147.147
Air India,Delhi,Cochin,21/05/2019,10:00,9h 15m,1 stop,No info,92.092
Multiple carriers,Delhi,Cochin,1/06/2019,09:00,12h,1 stop,No info,87.263
IndiGo,Mumbai,Hyderabad,15/05/2019,06:25,1h 30m,non-stop,No info,44.539
Air India,Banglore,New Delhi,03/03/2019,10:00,2h 45m,non-stop,No info,125.653
Jet Airways,Kolkata,Banglore,15/05/2019,18:55,21h 25m,1 stop,In-flight meal not included,119.284
Jet Airways,Delhi,Cochin,21/03/2019,09:40,42h 45m,2 stops,No info,141.009
SpiceJet,Banglore,Delhi,18/04/2019,21:10,2h 55m,non-stop,No info,61.831
Air India,Banglore,Delhi,9/05/2019,17:00,2h 45m,non-stop,No info,57.508
Jet Airways,Delhi,Cochin,27/03/2019,05:25,38h 20m,2 stops,In-flight meal not included,101.794
IndiGo,Mumbai,Hyderabad,1/05/2019,06:25,1h 30m,non-stop,No info,48.312
Jet Airways,Mumbai,Hyderabad,21/03/2019,10:20,1h 30m,non-stop,No info,88.440
Air Asia,Banglore,Delhi,27/04/2019,11:10,2h 45m,non-stop,No info,49.313
Air India,Delhi,Cochin,3/03/2019,09:45,23h 40m,2 stops,No info,140.360
Jet Airways,Banglore,Delhi,15/05/2019,15:15,2h 55m,non-stop,No info,79.519
Vistara,Banglore,Delhi,24/04/2019,07:00,2h 40m,non-stop,No info,59.433
Air India,Delhi,Cochin,21/03/2019,07:00,12h 15m,1 stop,No info,87.274
GoAir,Kolkata,Banglore,15/05/2019,23:30,8h 15m,1 stop,No info,76.395
SpiceJet,Banglore,Delhi,6/04/2019,09:30,2h 50m,non-stop,No info,48.653
Jet Airways,Mumbai,Hyderabad,15/03/2019,07:10,1h 25m,non-stop,No info,88.440
Jet Airways,Delhi,Cochin,9/05/2019,08:00,11h,1 stop,In-flight meal not included,125.389
Jet Airways,Delhi,Cochin,21/04/2019,11:00,3h 15m,non-stop,In-flight meal not included,79.222
Multiple carriers,Delhi,Cochin,9/05/2019,11:30,9h 30m,1 stop,No info,150.997
SpiceJet,Delhi,Cochin,24/06/2019,17:55,4h 55m,1 stop,No info,54.527
Jet Airways,Delhi,Cochin,3/06/2019,13:00,6h,1 stop,In-flight meal not included,112.882
SpiceJet,Mumbai,Hyderabad,3/04/2019,05:45,1h 30m,non-stop,No info,22.187
Jet Airways,Delhi,Cochin,27/03/2019,18:15,10h 10m,1 stop,No info,134.662
Jet Airways,Mumbai,Hyderabad,1/03/2019,10:20,1h 30m,non-stop,No info,119.625
Jet Airways,Kolkata,Banglore,9/06/2019,14:05,6h 40m,1 stop,In-flight meal not included,119.284
Air Asia,Kolkata,Banglore,3/06/2019,10:20,2h 35m,non-stop,No info,48.499
Air India,Banglore,New Delhi,21/03/2019,06:55,16h 25m,1 stop,No info,76.857
Jet Airways,Delhi,Cochin,27/03/2019,05:40,22h 45m,2 stops,No info,132.814
Multiple carriers,Delhi,Cochin,6/06/2019,11:25,7h 50m,1 stop,No info,80.894
Air India,Delhi,Cochin,3/06/2019,16:55,26h 20m,2 stops,No info,147.191
Air India,Delhi,Cochin,15/06/2019,05:10,2h 50m,non-stop,No info,57.211
Jet Airways,Kolkata,Banglore,1/05/2019,16:30,19h 30m,1 stop,In-flight meal not included,106.293
Air India,Delhi,Cochin,9/05/2019,18:05,3h 5m,non-stop,No info,67.034
Jet Airways,Delhi,Cochin,12/05/2019,11:00,3h 15m,non-stop,In-flight meal not included,79.222
Vistara,Chennai,Kolkata,6/06/2019,17:45,2h 20m,non-stop,No info,131.802
Jet Airways,Banglore,New Delhi,21/03/2019,07:00,9h 10m,1 stop,In-flight meal not included,86.152
Air India,Chennai,Kolkata,9/03/2019,11:40,2h 15m,non-stop,No info,85.987
Jet Airways,Delhi,Cochin,18/05/2019,13:00,6h,1 stop,In-flight meal not included,136.103
Jet Airways,Kolkata,Banglore,18/05/2019,08:25,9h 50m,1 stop,In-flight meal not included,119.284
Jet Airways,Delhi,Cochin,9/06/2019,06:45,29h 50m,2 stops,No info,147.136
Multiple carriers,Delhi,Cochin,27/06/2019,09:45,6h 25m,1 stop,No info,106.106
SpiceJet,Kolkata,Banglore,6/06/2019,22:20,2h 20m,non-stop,No check-in baggage included,42.251
SpiceJet,Delhi,Cochin,21/03/2019,16:35,6h 15m,1 stop,No info,54.527
IndiGo,Kolkata,Banglore,9/03/2019,21:25,2h 40m,non-stop,No info,45.628
Jet Airways,Banglore,New Delhi,01/03/2019,22:50,6h 15m,1 stop,No info,295.790
Jet Airways,Delhi,Cochin,27/03/2019,19:10,24h 35m,2 stops,In-flight meal not included,97.174
IndiGo,Delhi,Cochin,24/04/2019,02:00,5h 45m,1 stop,No info,57.651
Jet Airways,Delhi,Cochin,27/05/2019,11:00,3h 15m,non-stop,In-flight meal not included,87.879
IndiGo,Delhi,Cochin,12/06/2019,10:35,14h 55m,1 stop,No info,64.713
Air Asia,Kolkata,Banglore,18/05/2019,06:50,3h 40m,1 stop,No info,75.427
SpiceJet,Banglore,New Delhi,15/03/2019,15:35,8h 5m,1 stop,No info,64.042
Jet Airways,Delhi,Cochin,9/06/2019,15:00,13h 25m,1 stop,In-flight meal not included,112.882
Jet Airways,Mumbai,Hyderabad,12/06/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
SpiceJet,Banglore,Delhi,21/04/2019,09:30,2h 50m,non-stop,No info,54.901
Jet Airways,Banglore,New Delhi,06/03/2019,05:45,15h 35m,1 stop,No info,184.096
Jet Airways,Delhi,Cochin,12/06/2019,11:40,7h 20m,2 stops,No info,206.844
IndiGo,Delhi,Cochin,1/06/2019,08:35,13h 55m,1 stop,No info,70.862
Air India,Kolkata,Banglore,18/03/2019,14:15,2h 30m,non-stop,No info,56.870
SpiceJet,Banglore,New Delhi,18/03/2019,20:30,2h 50m,non-stop,No info,48.147
Jet Airways,Delhi,Cochin,9/06/2019,11:00,3h 15m,non-stop,No info,105.204
SpiceJet,Banglore,Delhi,27/06/2019,05:55,2h 40m,non-stop,No check-in baggage included,39.303
Jet Airways,Delhi,Cochin,6/03/2019,17:30,26h 15m,1 stop,No info,187.264
Air Asia,Banglore,Delhi,21/05/2019,04:55,2h 50m,non-stop,No info,37.213
Jet Airways,Banglore,New Delhi,01/03/2019,14:05,6h 15m,1 stop,No info,307.912
Jet Airways,Banglore,Delhi,12/05/2019,08:20,3h,non-stop,No info,79.519
Jet Airways,Banglore,New Delhi,15/03/2019,05:45,4h 40m,1 stop,In-flight meal not included,100.474
Air India,Mumbai,Hyderabad,21/06/2019,15:00,1h 25m,non-stop,No info,34.100
Multiple carriers,Delhi,Cochin,15/05/2019,09:00,12h,1 stop,No info,150.997
Vistara,Kolkata,Banglore,1/04/2019,07:10,13h 10m,1 stop,No info,92.972
Jet Airways,Delhi,Cochin,3/06/2019,10:00,9h,1 stop,No info,161.854
Jet Airways,Banglore,New Delhi,15/03/2019,09:45,6h 10m,1 stop,In-flight meal not included,80.080
Air India,Mumbai,Hyderabad,6/03/2019,13:30,3h 25m,2 stops,No info,206.767
IndiGo,Mumbai,Hyderabad,3/06/2019,12:00,1h 30m,non-stop,No info,30.294
Air Asia,Kolkata,Banglore,3/06/2019,22:50,2h 30m,non-stop,No info,48.499
IndiGo,Delhi,Cochin,27/04/2019,14:20,3h 15m,non-stop,No info,55.231
Jet Airways,Mumbai,Hyderabad,9/03/2019,06:30,1h 30m,non-stop,No info,88.440
Air India,Delhi,Cochin,15/06/2019,09:00,10h 15m,1 stop,No info,114.994
Multiple carriers,Delhi,Cochin,15/05/2019,03:50,8h 45m,1 stop,No info,112.167
Air India,Banglore,Delhi,12/05/2019,06:10,2h 45m,non-stop,No info,57.508
Jet Airways,Delhi,Cochin,9/06/2019,14:00,5h,1 stop,No info,161.854
Air India,Banglore,New Delhi,15/03/2019,06:10,2h 45m,non-stop,No info,80.036
IndiGo,Delhi,Cochin,27/03/2019,02:35,5h 55m,1 stop,No info,85.041
Air Asia,Kolkata,Banglore,18/05/2019,19:55,3h 35m,1 stop,No info,75.427
Air India,Banglore,Delhi,18/06/2019,05:45,3h,non-stop,No info,76.571
Jet Airways,Delhi,Cochin,21/03/2019,10:45,17h 40m,2 stops,In-flight meal not included,85.701
IndiGo,Banglore,New Delhi,21/03/2019,10:10,2h 50m,non-stop,No info,52.547
Jet Airways,Delhi,Cochin,9/03/2019,19:15,9h 10m,1 stop,No info,179.179
Jet Airways,Kolkata,Banglore,1/04/2019,18:55,9h 45m,1 stop,No info,139.491
IndiGo,Banglore,Delhi,27/04/2019,18:25,2h 55m,non-stop,No info,53.053
Jet Airways,Delhi,Cochin,9/06/2019,09:40,26h 55m,2 stops,No info,143.154
Jet Airways,Delhi,Cochin,6/04/2019,07:05,11h 55m,1 stop,In-flight meal not included,59.466
Multiple carriers,Delhi,Cochin,15/05/2019,07:30,11h 30m,1 stop,No info,102.465
Air India,Delhi,Cochin,9/05/2019,12:30,20h 55m,1 stop,No info,82.280
Jet Airways,Banglore,New Delhi,18/03/2019,14:05,5h 5m,1 stop,No info,162.965
Air India,Kolkata,Banglore,24/03/2019,20:30,19h 45m,1 stop,No info,133.903
Air India,Banglore,New Delhi,15/03/2019,05:50,17h 55m,2 stops,No info,84.304
Air India,Delhi,Cochin,6/06/2019,17:15,26h,2 stops,No info,140.547
Multiple carriers,Delhi,Cochin,27/05/2019,07:30,11h 45m,1 stop,No info,97.207
Jet Airways,Kolkata,Banglore,1/05/2019,21:10,12h 55m,1 stop,In-flight meal not included,119.284
Jet Airways,Kolkata,Banglore,24/05/2019,06:30,13h 20m,1 stop,No info,160.281
IndiGo,Delhi,Cochin,15/06/2019,07:30,13h 30m,1 stop,No info,67.023
IndiGo,Delhi,Cochin,6/03/2019,08:35,7h 35m,1 stop,No info,82.654
IndiGo,Delhi,Cochin,18/05/2019,14:25,3h 15m,non-stop,No info,66.165
Jet Airways,Delhi,Cochin,21/05/2019,10:00,18h 25m,1 stop,In-flight meal not included,141.878
Air India,Delhi,Cochin,1/06/2019,19:00,24h 15m,1 stop,No info,96.712
IndiGo,Banglore,Delhi,15/05/2019,08:30,2h 50m,non-stop,No info,53.053
SpiceJet,Banglore,Delhi,1/04/2019,05:55,2h 40m,non-stop,No check-in baggage included,43.109
IndiGo,Chennai,Kolkata,1/05/2019,13:15,2h 20m,non-stop,No info,39.567
SpiceJet,Mumbai,Hyderabad,21/05/2019,05:45,1h 30m,non-stop,No info,22.187
Air Asia,Banglore,Delhi,27/06/2019,23:55,2h 50m,non-stop,No info,37.213
SpiceJet,Mumbai,Hyderabad,18/06/2019,22:45,1h 30m,non-stop,No check-in baggage included,21.615
Jet Airways,Delhi,Cochin,24/06/2019,02:15,10h 20m,1 stop,In-flight meal not included,112.882
Jet Airways,Delhi,Cochin,3/03/2019,16:00,12h 25m,1 stop,No info,189.574
Jet Airways,Kolkata,Banglore,9/06/2019,20:00,8h 40m,1 stop,No info,155.958
IndiGo,Delhi,Cochin,3/06/2019,02:00,5h 25m,1 stop,No info,61.996
IndiGo,Banglore,Delhi,15/04/2019,18:55,2h 55m,non-stop,No info,53.053
Air India,Delhi,Cochin,21/05/2019,12:30,20h 55m,1 stop,No info,82.280
Jet Airways,Kolkata,Banglore,9/06/2019,18:55,21h 25m,1 stop,No info,160.281
IndiGo,Mumbai,Hyderabad,1/03/2019,09:10,1h 30m,non-stop,No info,153.989
Jet Airways,Kolkata,Banglore,18/05/2019,20:25,24h 40m,1 stop,No info,155.661
Air India,Banglore,Delhi,1/05/2019,21:05,2h 50m,non-stop,No info,67.331
SpiceJet,Chennai,Kolkata,24/05/2019,08:20,2h 15m,non-stop,No check-in baggage included,38.973
Air India,Delhi,Cochin,18/05/2019,19:45,23h 30m,2 stops,No info,117.161
Jet Airways,Delhi,Cochin,21/05/2019,23:05,29h 20m,2 stops,No info,166.419
IndiGo,Delhi,Cochin,24/06/2019,07:15,5h 15m,1 stop,No info,72.402
Jet Airways,Delhi,Cochin,27/05/2019,05:30,7h 5m,2 stops,In-flight meal not included,170.984
IndiGo,Delhi,Cochin,27/03/2019,18:35,7h,1 stop,No info,94.314
IndiGo,Mumbai,Hyderabad,9/03/2019,02:30,1h 30m,non-stop,No info,52.624
IndiGo,Delhi,Cochin,3/06/2019,05:05,7h 5m,1 stop,No info,74.998
Jet Airways,Banglore,New Delhi,01/03/2019,14:05,19h 25m,1 stop,No info,283.085
Jet Airways,Delhi,Cochin,9/04/2019,13:25,29h 35m,2 stops,No info,104.313
Jet Airways,Delhi,Cochin,24/06/2019,19:30,17h 5m,2 stops,In-flight meal not included,114.048
Multiple carriers,Delhi,Cochin,15/05/2019,09:00,12h,1 stop,No info,88.803
IndiGo,Kolkata,Banglore,1/03/2019,22:10,2h 45m,non-stop,No info,52.558
Jet Airways,Kolkata,Banglore,18/05/2019,20:00,8h 40m,1 stop,No info,153.351
